,noFear_noChat_avg_fitness,noFear_noChat_cat_avg_fitness,noFear_noChat_count,noFear_noChat_keep,noFear_noChat_give,noFear_noChat_steal,noFear_chat_avg_fitness,noFear_chat_cat_avg_fitness,noFear_chat_count,noFear_chat_keep,noFear_chat_give,noFear_chat_steal,fear_noChat_avg_fitness,fear_noChat_cat_avg_fitness,fear_noChat_count,fear_noChat_keep,fear_noChat_give,fear_noChat_steal,fear_chat_avg_fitness,fear_chat_cat_avg_fitness,fear_chat_count,fear_chat_keep,fear_chat_give,fear_chat_steal,homogeneous_noFear_noChat_avg_fitness,homogeneous_noFear_noChat_cat_avg_fitness,homogeneous_noFear_noChat_count,homogeneous_noFear_noChat_keep,homogeneous_noFear_noChat_give,homogeneous_noFear_noChat_steal,homogeneous_noFear_chat_avg_fitness,homogeneous_noFear_chat_cat_avg_fitness,homogeneous_noFear_chat_count,homogeneous_noFear_chat_keep,homogeneous_noFear_chat_give,homogeneous_noFear_chat_steal,homogeneous_fear_noChat_avg_fitness,homogeneous_fear_noChat_cat_avg_fitness,homogeneous_fear_noChat_count,homogeneous_fear_noChat_keep,homogeneous_fear_noChat_give,homogeneous_fear_noChat_steal,homogeneous_fear_chat_avg_fitness,homogeneous_fear_chat_cat_avg_fitness,homogeneous_fear_chat_count,homogeneous_fear_chat_keep,homogeneous_fear_chat_give,homogeneous_fear_chat_steal,mixed_noFear_noChat_avg_fitness,mixed_noFear_noChat_cat_avg_fitness,mixed_noFear_noChat_count,mixed_noFear_noChat_keep,mixed_noFear_noChat_give,mixed_noFear_noChat_steal,mixed_noFear_chat_avg_fitness,mixed_noFear_chat_cat_avg_fitness,mixed_noFear_chat_count,mixed_noFear_chat_keep,mixed_noFear_chat_give,mixed_noFear_chat_steal,mixed_fear_noChat_avg_fitness,mixed_fear_noChat_cat_avg_fitness,mixed_fear_noChat_count,mixed_fear_noChat_keep,mixed_fear_noChat_give,mixed_fear_noChat_steal,mixed_fear_chat_avg_fitness,mixed_fear_chat_cat_avg_fitness,mixed_fear_chat_count,mixed_fear_chat_keep,mixed_fear_chat_give,mixed_fear_chat_steal
146,101.71251526470338,1.387778780781445e-16,,,,,194.37971659242612,0.36130219359437005,,,,,90.73275621335162,0.0,,,,,87.86478920687887,2.775557561562891e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,102.55425005792056,0.045391188915672,,,,,195.40038632572575,0.20558839330768003,,,,,90.94645573510148,0.0,,,,,87.97666060278532,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,103.62728181133065,0.085660791027258,,,,,195.49457444454188,0.100862184685246,,,,,91.1641671584531,0.0,,,,,88.10181012085887,0.164500205851478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,104.37639043755752,0.10272161855527501,,,,,195.84152721034212,2.775557561562891e-17,,,,,91.17225426318488,5.551115123125783e-17,,,,,88.25967435382644,0.169138711499133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,104.89811853145814,3.084338182127752,,,,,196.0430534111573,0.424313746342157,,,,,91.31868212877733,1.387778780781445e-17,,,,,88.28823349996561,0.14787676019221702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,105.32265573687644,4.142456650063721,,,,,198.69611453840812,0.38317791489685005,,,,,91.42139296953222,6.938893903907228e-17,,,,,88.42575807314005,0.144179050061873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,105.68608662723535,0.007370076303912,,,,,198.7023364137411,0.17066431937241,,,,,91.70621550199569,0.0,,,,,88.55969187395738,0.142709351945943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,105.75418453575304,0.0,,,,,203.3389034918416,0.09179603272259501,,,,,91.8316012435461,6.938893903907228e-17,,,,,88.67393843704181,0.138533705545609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,106.43787788518635,0.0,,,,,203.50635645703665,6.938893903907228e-17,,,,,91.9139939295107,0.0,,,,,88.76704534574901,0.150491289634754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,109.95681898251472,0.0,,,,,207.0604969361387,2.775557561562891e-17,,,,,91.97183042179157,1.387778780781445e-17,,,,,89.18038997984597,0.10746871533190401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,110.00813378071028,0.0,,,,,208.49752581969136,0.0,,,,,92.20176917442674,4.163336342344337e-17,,,,,89.27733073912704,2.775557561562891e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,110.10273603645288,2.775557561562891e-17,,,,,208.5539659709453,4.163336342344337e-17,,,,,92.20940312110122,0.014821503014657001,,,,,89.28337693499567,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,111.5390946573934,0.016605105105321,,,,,209.7117123693673,1.387778780781445e-17,,,,,92.24070164366078,8.326672684688674e-17,,,,,89.31599152174437,0.142182585211756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,111.79201487854804,0.10981659884535101,,,,,211.6226913673145,0.0,,,,,92.27083433539136,6.938893903907228e-17,,,,,89.36041988795573,0.145397512540813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,114.3044716814468,2.775557561562891e-17,,,,,211.82335419754085,4.207483704777629,,,,,92.33893928898586,0.0,,,,,89.3997710238612,0.138533898919037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,114.3856061761503,2.775557561562891e-17,,,,,212.10846420460425,4.86806837095049,,,,,92.37369066586416,0.0,,,,,89.50892250493297,5.551115123125783e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,115.04415127570692,5.551115123125783e-17,,,,,212.1515325790024,6.661338147750939e-16,,,,,92.70018860595958,4.163336342344337e-17,,,,,89.5444955951298,5.551115123125783e-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,115.4002733225804,5.551115123125783e-17,,,,,213.39304308425173,0.503736100035156,,,,,92.98980612476612,0.0,,,,,89.67656626898038,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,116.06574539659098,2.775557561562891e-17,,,,,214.08099666634288,0.0,,,,,93.45292633054235,0.0,,,,,89.7214920065491,0.542418816123562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,117.00000887399956,0.18022906019527402,,,,,217.2119108629599,0.229810339578763,,,,,93.67778524565064,0.0,,,,,89.74544192282234,0.44880106166724304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
