,noFear_noChat_avg_fitness,noFear_noChat_cat_avg_fitness,noFear_noChat_hCAB_avg_fitness,noFear_noChat_count,noFear_noChat_keep,noFear_noChat_give,noFear_noChat_steal,noFear_chat_avg_fitness,noFear_chat_cat_avg_fitness,noFear_chat_hCAB_avg_fitness,noFear_chat_count,noFear_chat_keep,noFear_chat_give,noFear_chat_steal,fear_noChat_avg_fitness,fear_noChat_cat_avg_fitness,fear_noChat_hCAB_avg_fitness,fear_noChat_count,fear_noChat_keep,fear_noChat_give,fear_noChat_steal,fear_chat_avg_fitness,fear_chat_cat_avg_fitness,fear_chat_hCAB_avg_fitness,fear_chat_count,fear_chat_keep,fear_chat_give,fear_chat_steal,homogeneous_noFear_noChat_avg_fitness,homogeneous_noFear_noChat_cat_avg_fitness,homogeneous_noFear_noChat_hCAB_avg_fitness,homogeneous_noFear_noChat_count,homogeneous_noFear_noChat_keep,homogeneous_noFear_noChat_give,homogeneous_noFear_noChat_steal,homogeneous_noFear_chat_avg_fitness,homogeneous_noFear_chat_cat_avg_fitness,homogeneous_noFear_chat_hCAB_avg_fitness,homogeneous_noFear_chat_count,homogeneous_noFear_chat_keep,homogeneous_noFear_chat_give,homogeneous_noFear_chat_steal,homogeneous_fear_noChat_avg_fitness,homogeneous_fear_noChat_cat_avg_fitness,homogeneous_fear_noChat_hCAB_avg_fitness,homogeneous_fear_noChat_count,homogeneous_fear_noChat_keep,homogeneous_fear_noChat_give,homogeneous_fear_noChat_steal,homogeneous_fear_chat_avg_fitness,homogeneous_fear_chat_cat_avg_fitness,homogeneous_fear_chat_hCAB_avg_fitness,homogeneous_fear_chat_count,homogeneous_fear_chat_keep,homogeneous_fear_chat_give,homogeneous_fear_chat_steal,mixed_noFear_noChat_avg_fitness,mixed_noFear_noChat_cat_avg_fitness,mixed_noFear_noChat_hCAB_avg_fitness,mixed_noFear_noChat_count,mixed_noFear_noChat_keep,mixed_noFear_noChat_give,mixed_noFear_noChat_steal,mixed_noFear_chat_avg_fitness,mixed_noFear_chat_cat_avg_fitness,mixed_noFear_chat_hCAB_avg_fitness,mixed_noFear_chat_count,mixed_noFear_chat_keep,mixed_noFear_chat_give,mixed_noFear_chat_steal,mixed_fear_noChat_avg_fitness,mixed_fear_noChat_cat_avg_fitness,mixed_fear_noChat_hCAB_avg_fitness,mixed_fear_noChat_count,mixed_fear_noChat_keep,mixed_fear_noChat_give,mixed_fear_noChat_steal,mixed_fear_chat_avg_fitness,mixed_fear_chat_cat_avg_fitness,mixed_fear_chat_hCAB_avg_fitness,mixed_fear_chat_count,mixed_fear_chat_keep,mixed_fear_chat_give,mixed_fear_chat_steal
20,78.3824023442945,0.0,,,0.853375,0.134125,0.0125,,,,,,,,61.33982266794303,2.220446049250313e-16,,,0.75925,0.220375,0.020375,,,,,,,,197.37740214820664,0.029878243661714002,,,0.299625,0.69675,0.003625,,,,,,,,,,,,,,,,,,,,,,185.6356563234532,0.008869121148943001,,,0.250875,0.731875,0.01725,154.00570244018544,0.0,,,0.418,0.5725,0.0095,180.40641596264743,0.053946892417303,,,0.317875,0.64375,0.038375,194.62011519432,0.0,,,0.268,0.69775,0.03425
21,79.04120991594662,0.0,,,0.85025,0.137875,0.011875,,,,,,,,61.99137942136596,0.0,,,0.761375,0.20975,0.028875,,,,,,,,203.0792480986363,0.068811409711251,,,0.303,0.6915,0.0055,,,,,,,,,,,,,,,,,,,,,,187.06525195889105,0.010782491464348001,,,0.250375,0.735625,0.014,154.2020145134059,0.0,,,0.411125,0.579875,0.009,186.65287213935275,0.043621293918854005,,,0.305,0.65725,0.03775,196.55778348357236,0.0,,,0.264375,0.702125,0.0335
22,79.50708818308605,0.0033390221638470003,,,0.862125,0.12975,0.008125,,,,,,,,62.00514146289932,0.195209571657376,,,0.77125,0.208625,0.020125,,,,,,,,207.57743112646008,0.749220667923661,,,0.31025,0.685875,0.003875,,,,,,,,,,,,,,,,,,,,,,190.22079875262244,1.4988010832439611e-15,,,0.246375,0.743375,0.01025,157.53456305374337,0.0,,,0.417875,0.57525,0.006875,192.5126372152424,2.775557561562891e-17,,,0.3215,0.646125,0.032375,207.5830771977008,1.1102230246251561e-15,,,0.272125,0.692625,0.03525
23,80.10680767014804,1.110223024625156e-16,,,0.861875,0.132875,0.00525,,,,,,,,62.70682834492372,0.025132149628291002,,,0.779125,0.20125,0.019625,,,,,,,,219.46621571408863,1.9902791838612592,,,0.310875,0.68625,0.002875,,,,,,,,,,,,,,,,,,,,,,191.28324356055435,0.064416609746475,,,0.263375,0.725625,0.011,158.11638276262454,0.0,,,0.412625,0.569,0.018375,196.0118361042056,0.0,,,0.32675,0.640625,0.032625,207.8054381192394,1.013078509970455e-15,,,0.27,0.689,0.041
24,80.2105345682246,2.775557561562891e-17,,,0.867375,0.1275,0.005125,,,,,,,,63.463649228470864,0.0,,,0.77325,0.205125,0.021625,,,,,,,,229.38080265562868,5.551115123125783e-17,,,0.30775,0.689125,0.003125,,,,,,,,,,,,,,,,,,,,,,192.1139824833932,2.775557561562891e-17,,,0.261375,0.728125,0.0105,161.1365626767911,78.06499373353321,,,0.42175,0.557,0.02125,200.82461250748108,2.775557561562891e-17,,,0.335,0.63625,0.02875,210.7882729864956,5.353528889770342,,,0.271375,0.688625,0.04
25,80.84477375396675,0.0,,,0.85525,0.134375,0.010375,,,,,,,,64.37733253289986,0.0,,,0.776125,0.21125,0.012625,,,,,,,,233.8416182597956,0.0,,,0.3075,0.68725,0.00525,,,,,,,,,,,,,,,,,,,,,,203.26717107597383,0.0,,,0.26925,0.714,0.01675,162.45077845700845,108.17646541614852,,,0.434375,0.547,0.018625,201.13391831650603,0.0,,,0.332125,0.6355,0.032375,218.18265887928047,0.0,,,0.28075,0.68325,0.036
26,80.92219638543932,0.0,,,0.86125,0.136625,0.002125,,,,,,,,65.6649745410846,0.207220872341866,,,0.77825,0.212125,0.009625,,,,,,,,234.34403179913824,5.075871161212346,,,0.3055,0.689375,0.005125,,,,,,,,,,,,,,,,,,,,,,209.51216124179905,0.0,,,0.263375,0.72575,0.010875,163.36260309328694,5.551115123125783e-17,,,0.444125,0.5455,0.010375,201.77090288875905,0.0,,,0.3365,0.64325,0.02025,223.85683284625225,0.0,,,0.2855,0.685,0.0295
27,81.08815506945419,0.0,,,0.86775,0.12875,0.0035,,,,,,,,67.65402017832272,5.551115123125783e-17,,,0.780125,0.209625,0.01025,,,,,,,,246.5177097540352,2.51700968716269,,,0.309375,0.685375,0.00525,,,,,,,,,,,,,,,,,,,,,,209.73746252376463,0.0,,,0.267125,0.7235,0.009375,166.76028548644587,5.551115123125783e-17,,,0.447625,0.536375,0.016,202.13473755798196,0.0,,,0.32025,0.64925,0.0305,228.20963350168785,0.026812832397348003,,,0.2855,0.683875,0.030625
28,82.62255782309884,5.551115123125783e-17,,,0.8865,0.110125,0.003375,,,,,,,,68.58606977526634,0.000498473826814,,,0.7885,0.205125,0.006375,,,,,,,,247.25102095585467,2.775557561562891e-17,,,0.318125,0.677125,0.00475,,,,,,,,,,,,,,,,,,,,,,211.6679033556832,0.077389902303301,,,0.26575,0.727875,0.006375,167.86108183719458,0.9518178626352001,,,0.4575,0.526125,0.016375,202.74281978589676,4.163336342344337e-17,,,0.326125,0.644,0.029875,229.33694021358488,0.0,,,0.29075,0.684,0.02525
29,83.38247151518875,8.326672684688674e-17,,,0.871625,0.11975,0.008625,,,,,,,,68.87991346988876,9.702507529600001e-05,,,0.783375,0.20575,0.010875,,,,,,,,261.4529970966957,1.6653345369377338e-16,,,0.323625,0.673,0.003375,,,,,,,,,,,,,,,,,,,,,,213.51193426084464,0.023017773484157,,,0.261875,0.7315,0.006625,168.27694470939358,0.34054936877936504,,,0.454625,0.5305,0.014875,204.5255214657372,8.326672684688674e-17,,,0.318625,0.6445,0.036875,233.66151203586995,9.992007221626409e-16,,,0.292,0.68525,0.02275
30,83.62046062191943,0.0,,,,,,,,,,,,,70.30186451390668,1.064028224539965,,,,,,,,,,,,,267.3258630380315,132.52372712484998,,,0.331375,0.668625,-0.0,,,,,,,,,,,,,,,,,,,,,,215.3658191726213,0.15082592392802302,,,0.466125,0.533875,-0.0,170.50353299206924,0.0,,,0.707,0.293,-0.0,206.71253411684796,0.0,,,0.458875,0.541125,-0.0,235.127429672744,0.0,,,0.620125,0.379875,-0.0
31,83.68822124135703,5.551115123125783e-17,,,,,,,,,,,,,71.35732449798074,1.5960991100207251,,,,,,,,,,,,,268.29304966588404,131.95351308963572,,,0.157875,0.842125,-0.0,,,,,,,,,,,,,,,,,,,,,,221.98432192013172,1.083050814477243,,,0.18125,0.81875,-0.0,174.89688132024946,1.176866240056719,,,0.324,0.67425,0.00175,207.1285762651609,1.110223024625156e-16,,,0.304375,0.695625,-0.0,236.8699087035214,0.002632554075571,,,0.199375,0.800625,-0.0
32,84.22900952735856,0.48618749518187904,,,,,,,,,,,,,71.88912705676316,0.0,,,,,,,,,,,,,271.8318694282017,2.8865798640254074e-15,,,0.420625,0.3175,0.261875,,,,,,,,,,,,,,,,,,,,,,228.5366829772788,0.075508024001042,,,0.392,0.3935,0.2145,177.30268658670042,0.544021265188683,,,0.361875,0.483625,0.1545,210.36220301146324,124.12801717135817,,,0.50425,0.263375,0.232375,237.74431801929003,0.0,,,0.3815,0.44925,0.16925
33,84.74488177855773,0.11949048788425701,,,,,,,,,,,,,75.63866734385549,0.0,,,,,,,,,,,,,275.93943370902895,1.2434497875801752e-14,,,0.41225,0.378625,0.209125,,,,,,,,,,,,,,,,,,,,,,229.84585408412724,0.0,,,0.398125,0.401,0.200875,178.7929169116946,2.3037127760972e-15,,,0.373625,0.430125,0.19625,211.9405349764891,50.83652737858323,,,0.452125,0.364875,0.183,242.8827952440256,0.0034410383184520004,,,0.406875,0.446875,0.14625
34,84.89705077376803,0.045764845383834005,,,,,,,,,,,,,77.22916409793784,0.0,,,,,,,,,,,,,278.9765775278537,0.0,,,0.400625,0.528,0.071375,,,,,,,,,,,,,,,,,,,,,,231.26536251739336,0.5608030389922251,,,0.373375,0.52325,0.103375,179.76382492230923,0.042015254898573,,,0.397875,0.46425,0.137875,215.75595817820349,0.042402737533350006,,,0.473,0.43925,0.08775,246.38609617557557,1.387778780781445e-17,,,0.38925,0.4785,0.13225
35,85.42057936562499,0.069227006199111,,,,,,,,,,,,,79.45143705763401,5.551115123125783e-17,,,,,,,,,,,,,281.9654113435801,1.110223024625156e-16,,,0.383,0.571875,0.045125,,,,,,,,,,,,,,,,,,,,,,235.3821811738173,1.121911565633205,,,0.354125,0.576875,0.069,189.40788044233656,2.775557561562891e-17,,,0.37525,0.569375,0.055375,216.7848407412722,0.0,,,0.43725,0.4985,0.06425,246.8273502052531,7.0637939941775585e-15,,,0.39875,0.50925,0.092
36,85.45720593896829,0.029398073245672004,,,,,,,,,,,,,79.7699133908988,0.084331830403612,,,,,,,,,,,,,282.6559397984144,6.938893903907228e-17,,,0.337375,0.622375,0.04025,,,,,,,,,,,,,,,,,,,,,,238.42301131652417,2.775557561562891e-17,,,0.325625,0.60375,0.070625,193.23877832834188,0.006968411715233,,,0.365375,0.581,0.053625,220.51985253160183,0.0,,,0.431,0.526,0.043,247.20683692898456,0.0,,,0.38475,0.55575,0.0595
37,86.46143914582323,0.0,,,,,,,,,,,,,80.84811348669957,0.21522648728239502,,,,,,,,,,,,,283.5216446368694,4.163336342344337e-17,,,0.336375,0.632375,0.03125,,,,,,,,,,,,,,,,,,,,,,245.7409678710668,0.0,,,0.316375,0.62575,0.057875,193.82320721436392,0.0011463683815150002,,,0.347125,0.616375,0.0365,220.9328057427635,2.775557561562891e-17,,,0.398875,0.55525,0.045875,248.1559707307385,0.013136075797051,,,0.362875,0.59275,0.044375
