,noFear_noChat_avg_fitness,noFear_noChat_cat_avg_fitness,noFear_noChat_count,noFear_noChat_keep,noFear_noChat_give,noFear_noChat_steal,noFear_chat_avg_fitness,noFear_chat_cat_avg_fitness,noFear_chat_count,noFear_chat_keep,noFear_chat_give,noFear_chat_steal,fear_noChat_avg_fitness,fear_noChat_cat_avg_fitness,fear_noChat_count,fear_noChat_keep,fear_noChat_give,fear_noChat_steal,fear_chat_avg_fitness,fear_chat_cat_avg_fitness,fear_chat_count,fear_chat_keep,fear_chat_give,fear_chat_steal,homogeneous_noFear_noChat_avg_fitness,homogeneous_noFear_noChat_cat_avg_fitness,homogeneous_noFear_noChat_count,homogeneous_noFear_noChat_keep,homogeneous_noFear_noChat_give,homogeneous_noFear_noChat_steal,homogeneous_noFear_chat_avg_fitness,homogeneous_noFear_chat_cat_avg_fitness,homogeneous_noFear_chat_count,homogeneous_noFear_chat_keep,homogeneous_noFear_chat_give,homogeneous_noFear_chat_steal,homogeneous_fear_noChat_avg_fitness,homogeneous_fear_noChat_cat_avg_fitness,homogeneous_fear_noChat_count,homogeneous_fear_noChat_keep,homogeneous_fear_noChat_give,homogeneous_fear_noChat_steal,homogeneous_fear_chat_avg_fitness,homogeneous_fear_chat_cat_avg_fitness,homogeneous_fear_chat_count,homogeneous_fear_chat_keep,homogeneous_fear_chat_give,homogeneous_fear_chat_steal,mixed_noFear_noChat_avg_fitness,mixed_noFear_noChat_cat_avg_fitness,mixed_noFear_noChat_count,mixed_noFear_noChat_keep,mixed_noFear_noChat_give,mixed_noFear_noChat_steal,mixed_noFear_chat_avg_fitness,mixed_noFear_chat_cat_avg_fitness,mixed_noFear_chat_count,mixed_noFear_chat_keep,mixed_noFear_chat_give,mixed_noFear_chat_steal,mixed_fear_noChat_avg_fitness,mixed_fear_noChat_cat_avg_fitness,mixed_fear_noChat_count,mixed_fear_noChat_keep,mixed_fear_noChat_give,mixed_fear_noChat_steal,mixed_fear_chat_avg_fitness,mixed_fear_chat_cat_avg_fitness,mixed_fear_chat_count,mixed_fear_chat_keep,mixed_fear_chat_give,mixed_fear_chat_steal
0,26.152644712700297,2.775557561562891e-17,1.0,0.870125,0.129875,-0.0,22.937297311164752,5.551115123125783e-17,1.0,0.91475,0.08525,-0.0,2.8018975445036327,1.387778780781445e-17,1.0,0.80225,0.19775,-0.0,32.33170926423306,0.09746295698657201,1.0,0.8505,0.1495,-0.0,9.515824263038148,0.017100149550269002,1.0,0.414875,0.585125,-0.0,9.992573854545196,1.0547118733938981e-15,1.0,0.684125,0.315875,-0.0,8.346588600611351,1.201218403724321,1.0,0.24075,0.75925,-0.0,15.614122908828431,6.938893903907228e-17,1.0,0.67225,0.32775,-0.0,,,,,,,,,,,,,,,,,,,,,,,,
1,30.09359016061704,1.387778780781445e-17,1.0,0.89425,0.10575,-0.0,33.94163951249236,1.110223024625156e-16,1.0,0.884,0.116,-0.0,32.023257156109935,2.775557561562891e-17,1.0,0.819375,0.180625,-0.0,47.076308457007045,0.09647690814614501,1.0,0.85975,0.14025,-0.0,13.116449811157263,0.010966710351819,1.0,0.2115,0.7885,-0.0,10.45777612317447,3.885780586188048e-16,1.0,0.27975,0.72025,-0.0,8.512321384753843,3.071130916477165,1.0,0.069125,0.930875,-0.0,15.85811420282482,9.728329253277934e-15,1.0,0.250375,0.749625,-0.0,,,,,,,,,,,,,,,,,,,,,,,,
2,37.4522051432773,5.551115123125783e-17,1.0,0.9065,0.082,0.0115,34.953856242894595,4.163336342344337e-17,,0.853125,0.115625,0.03125,40.00614018127189,2.775557561562891e-17,1.0,0.827625,0.15825,0.014125,47.7101008829995,0.154806527953836,1.0,0.900375,0.072625,0.027,15.350434291274178,1.368349877850505e-14,,0.303625,0.4235,0.272875,11.850486084836971,0.0,1.0,0.29825,0.548625,0.153125,8.607614709837204,4.891920202254596e-14,1.0,0.240875,0.47125,0.287875,66.57937311907251,5.551115123125783e-17,1.0,0.376625,0.508,0.115375,,,,,,,,,,,,,,,,,,,,,,,,
3,37.98259576533295,1.6653345369377338e-16,1.0,0.911,0.070875,0.018125,43.49814860233203,5.551115123125783e-17,,0.83,0.091625,0.078375,44.182313326538925,1.6653345369377338e-16,1.0,0.8265,0.153625,0.019875,48.86469476074419,0.115868517252267,,0.91425,0.05925,0.0265,79.93445706034781,2.109423746787797e-15,,0.301125,0.427625,0.27125,12.066081978385428,0.029250141042374004,1.0,0.33375,0.4595,0.20675,9.27823752709822,0.0006739705268370001,1.0,0.2855,0.401,0.3135,84.14888812997953,0.016340782978517,1.0,0.438125,0.425125,0.13675,,,,,,,,,,,,,,,,,,,,,,,,
4,39.11160654197568,0.0,1.0,0.905875,0.061625,0.0325,51.334945780235785,0.0,,0.84425,0.082125,0.073625,46.45227298515661,2.775557561562891e-17,,0.805875,0.1455,0.048625,53.4333985687228,0.0,,0.91775,0.05625,0.026,83.62936844011001,9.71445146547012e-16,,0.378625,0.54275,0.078625,13.592550801518495,0.0,1.0,0.318625,0.5295,0.151875,10.096757981419998,1.6653345369377338e-16,1.0,0.323875,0.6085,0.067625,93.30747163392016,0.29417814107159,,0.434,0.447625,0.118375,,,,,,,,,,,,,,,,,,,,,,,,
5,41.22367058359266,5.551115123125783e-17,1.0,0.89675,0.06325,0.04,55.959886912833326,6.938893903907228e-17,,0.8395,0.106125,0.054375,49.679518737450685,2.775557561562891e-17,,0.8175,0.14375,0.03875,62.80171670533336,2.775557561562891e-17,,0.911625,0.061875,0.0265,93.03981326519036,5.065392549852277e-15,,0.3465,0.576125,0.077375,14.783776619996212,0.0,,0.309,0.616375,0.074625,10.66277235554813,0.144786360962634,,0.263,0.684375,0.052625,93.84815225116728,5.551115123125783e-17,,0.427125,0.504875,0.068,,,,,,,,,,,,,,,,,,,,,,,,
6,43.229777189087,2.775557561562891e-17,1.0,0.895375,0.0605,0.044125,57.51617978539182,2.775557561562891e-17,,0.8325,0.128,0.0395,51.346848181693154,1.6653345369377338e-16,,0.833875,0.140875,0.02525,63.6633439076962,0.00318051507445,,0.897875,0.072375,0.02975,105.73184602484451,1.5068406126738432,,0.303875,0.6625,0.033625,15.233996572561551,57.12278366389467,,0.24975,0.697875,0.052375,11.712255965851408,1.2490009027033011e-15,,0.225625,0.743125,0.03125,105.23313619158112,66.79817155780717,,0.391375,0.548875,0.05975,,,,,,,,,,,,,,,,,,,,,,,,
7,51.89150402205877,2.775557561562891e-17,1.0,0.8895,0.0635,0.047,58.98065313690969,5.551115123125783e-17,,0.833875,0.143625,0.0225,51.93412444696512,0.0,,0.824625,0.132125,0.04325,64.1096254498707,0.048537266448935,,0.89375,0.081125,0.025125,152.81617098626748,6.287476178197099,,0.265375,0.7055,0.029125,18.5056663352591,227.63585453781434,,0.234375,0.72625,0.039375,79.00157295602973,5.2458037913538654e-15,,0.183625,0.7965,0.019875,116.63772736583216,18.804554532199692,,0.376625,0.58775,0.035625,,,,,,,,,,,,,,,,,,,,,,,,
8,52.10254062022599,3.330669073875469e-16,1.0,0.89175,0.073875,0.034375,63.15221097026696,8.326672684688674e-17,,0.8105,0.158125,0.031375,52.07779378260656,2.220446049250313e-16,,0.836375,0.13025,0.033375,64.87906599873604,5.551115123125783e-17,,0.8925,0.087875,0.019625,153.56764679839023,4.3021142204224806e-16,,0.237375,0.738625,0.024,74.26918449088863,13.986345356440275,,0.224375,0.757,0.018625,79.93445706034781,0.0,,0.194,0.780875,0.025125,119.20519149016896,6.175615574477434e-15,,0.36625,0.603,0.03075,,,,,,,,,,,,,,,,,,,,,,,,
9,52.2812969769354,0.0,1.0,0.883625,0.078,0.038375,65.82367133842517,1.942890293094024e-16,,0.800875,0.162375,0.03675,54.47047726590445,0.0,,0.831,0.1265,0.0425,66.76038117646333,0.0,,0.886375,0.094125,0.0195,169.0896802220878,0.0,,0.226,0.748375,0.025625,78.10905483442778,180.06440510801778,,0.199125,0.78525,0.015625,94.74149228443508,2.220446049250313e-16,,0.19125,0.7925,0.01625,140.7177195846312,1.096345236817342e-15,,0.325375,0.657625,0.017,,,,,,,,,,,,,,,,,,,,,,,,
